" If we implement heap as min-heap, deleting root node (value 1)from the heap. What would be the value of root node after second iteration if leaf node (value 100)  is chosen to replace the root at start.
",2,100,17,3," "
" If we implement heap as maximum heap , adding a new node of value 15 to the  left most node of right subtree. What value will be at  leaf nodes of the right subtree of the heap.
",15 and 1,25 and 1,3 and 1,2 and 3,b
" How many properties does a leftist heap support?",1,2,3,4,d
" In a leftist heap, the null path length of a null node is defined as?",0,1,null,-1,b
" How many nodes does a leftist tree with r nodes must have?",2r,2r-1,2r,2r-1,c
" Which of the following operations does not destroy the leftist heap property?",insert,merge,delete,swap,b
" What is the fundamental operation on leftist heap?",insertion,merging,deletion,swapping,a
" What is the efficiency of merge used in leftist heaps?",O(N),O(N log N),O(M log N),O(log N),c
" What is the node path length of a node with 0 or 1 child?",1,-1,0,null,b
" Why is this heap named leftist heap?",only left subtrees exist,the tree is biased to get deep down the left,it is balanced,right trees are unbalanced,c
" In a leftist heap, all the operations should be performed on?",left path,centre path,right path,root,d
" What would be the result if the left subtree of the root has a null path length of 1 and the right subtree has a null path length of 2?",merge occurs without violation,violation at left subtree,violation at right subtree,violation at the root,b
" What happens if the null path length is not updated?",error occurs,all null path lengths will be 0,all null path lengths will be -1,all null path lengths will be 1,c
" What is the time taken to delete a minimum element in a leftist heap?",O(N),O(N log N),O(log N),O(M log N),a
" Descending priority queue can be implemented using ______",max heap,min heap,min-max heap,trie,a
" The ascending heap property is ___________",A[Parent(i)] =A[i] ,A[Parent(i)] <= A[i] ,A[Parent(i)] >= A[i] ,A[Parent(i)] > 2 * A[i] ,b
" The procedure FindMin() to find the minimum element and the procedure DeleteMin() to delete the minimum element in min heap take _________",logarithmic and linear time constant respectively,constant and linear time respectively,constant and quadratic time respectively,constant and logarithmic time respectively,a
" Which one of the following array elements represents a binary min heap?",12 10 8 25 14 17,8 10 12 25 14 17,25 17 14 12 10 8,14 17 25 10 12 8,a
" In a binary min heap containing n elements, the largest element can be found in __________ time.",O(n),O(nlogn),O(logn),O(1),b
" What is the reason for the efficiency of a pairing heap?",simplicity,time-efficient,space-efficient,advanced,c
" How is a pairing heap represented?",binary tree,fibonacci tree,heap ordered tree,treap,b
" Which node contains a pointer to its parent?",root node,right most child,left most child,left sibling,b
" Which of the heaps is implemented by the following figure?
",fibonacci heaps,pairing heap,skew heap,leftist heap,a
" What is the basic operation performed in a pairing heap?",merge,deletion,insertion,swapping,c
" If there are c children of the root, how many calls to the merge procedure is required to reassemble the heap?",c,c+1,c-1,1,d
" Which of the following methods is the best choice for complex applications?",binary heap,d-heap,treap,pairing heap,a
" Pairing heaps time complexity was inspired by that of?",splay tree,treap,red-black tree,avl tree,b
" The amortized time efficiency for performing deletion of a minimum element is?",O(N),O(log N),O(N2),O(M log N),a
" Out of the following given options, which is the fastest algorithm?",fibonacci heap,pairing heap,d-ary heap,binary heap,a
" ___________ is a self-adjusting version of a leftist heap.",Rightist heap,Skew heap,d-heap,Binary heap,a
" The worst case running time of all operations in a skew heap is given as?",O(N),O(N log N),O(N2),O(M log N),d
" What is the amortized cost per operation of a skew heap?",O(N),O(N log N),O(N2),O(log N),a
" The relationship of skew heaps to leftist heaps is analogous to that of?",Splay tree and AVL tree,Red black tree and AVL tree,Binary tree and Splay tree,Binary tree and Red black tree,c
" What is the fundamental operation performed in skew heaps?",intersection,difference,merging,sorting,b
" What is the time per operation of merging, insertion and deletion operations in a skew heap?",O(N),O(log N),O(N log N),O(N2),c
" Why would a recursive implementation fail in skew heaps?",skew heaps are self adjusting,efficiency gets reduced,lack of stack space,time complexity,a
" Which of the following is difficult to determine the right path length?",Skew heaps,Binomial tree,Leftist heap,d-heap,a
" The worst case analysis for a na�ve merge is given as?",O(N),O( log N),O( N log N),O(N2),b
" How many types of the merge are available in skew heaps?",1,2,3,4,b
" What is the amortized efficiency of skew merge?",O(N),O( log N),O( N log N),O(N2),b
" Choose the correct properties of weak-heap.",Every node has value greater than the value of child node,Every right child of node has greater value than parent node,Every left child of node has greater value than parent node,Every left and right child of node has same value as parent node,b
" What is the other name of weak heap?",Min-heap,Max-heap,Relaxed -heap,Leonardo heap,d
" What is the worst case time in searching minimum value in weak -heap?",O(log n),O(n),O(n logn),O(1),b
" The total comparisons in finding both smallest and largest elements are",2*n +2,n + ((n+1)/2) -2,n+logn,n2,b
" Space complexity for an adjacency list of an undirected graph having large values of V (vertices) and E (edges) is ___________",O(E),O(V*V),O(E+V),O(V),a
" Time complexity to find if there is an edge between 2 particular vertices is _________",O(V),O(E),O(1),O(V+E),a
" For the given conditions, which of the following is in the correct order of increasing space requirement?
i) Undirected, no weight
ii) Directed, no weight
iii) Directed, weighted
iv) Undirected, weighted",ii iii i iv,i iii ii iv,iv iii i ii,i ii iii iv,c
" Space complexity for an adjacency list of an undirected graph having large values of V (vertices) and E (edges) is __________",O(V),O(E*E),O(E),O(E+V),c
" In which case adjacency list is preferred in front of an adjacency matrix?",Dense graph,Sparse graph,Adjacency list is always preferred,Complete graph,a
" What differentiates a circular linked list from a normal linked list?",You cannot have the �next� pointer point to null in a circular linked list,It is faster to traverse the circular linked list,You may or may not have the �next� pointer point to null in a circular linked list,Head node is known in circular linked list,a
" What is the time complexity of searching for an element in a circular linked list?",O(n),O(nlogn),O(1),O(n2),b
" Which of the following application makes use of a circular linked list?",Undo operation in a text editor,Recursive function calls,Allocating CPU to resources,Implement Hash Tables,b
" Which of the following is false about a doubly linked list?",We can navigate in both the directions,It requires more space than a singly linked list,The insertion and deletion of a node take a bit longer,Implementing a doubly linked list is easier than singly linked list,a
" What is a memory efficient double linked list?",Each node has only one pointer to traverse the list back and forth,The list has breakpoints for faster traversal,An auxiliary singly linked list acts as a helper list to traverse through the doubly linked list,A doubly linked list that uses bitwise AND operator for storing addresses,c
" Free lists are used in",static memory allocation,dynamic memory allocation,contagious allocations,are used for speeding up linked list operations,a
" What are implicit and explicit implementations of freelists?",garbage collection and new or malloc operators respectively,new or malloc and garbage collection respectively,implicit implementation is not favored,explicit implementation is not favored,b
" What datastructures can be used in implementing a free list?",only linked list,linked list or sort trees,arrays,trees,a
" What are different ways of implementing free lists and which is simple among them?","best fit, first fit, worst fit, simple-first fit","best fit, first fit, worst fit, simple-best fit","best fit, first fit, worst fit, simple-worst fit",best fit  simple-best fit,b
" The self organizing list improves the efficiency of _______",binary search,jump search,sublist search,linear search,c
" Which of the following is true about the Move-To-Front Method for rearranging nodes?",node with highest access count is moved to head of the list,requires extra storage,may over-reward infrequently accessed nodes,requires a counter for each node,a
" What technique is used in Transpose method?",searched node is swapped with its predecessor,node with highest access count is moved to head of the list,searched node is swapped with the head of list,searched nodes are rearranged based on their proximity to the head node,c
" The worst case running time of a linear search on the self organizing list is ____",O(1),O(logn),O(n),O(n2),c
" Which of the following data structure is preferred to have lesser search time when the list size is small?",search tree,sorted list,self organizing list,linked list,b
" In _____________ method, whenever a node is accessed, it might move to the head of the list if its number of accesses becomes greater than the records preceding it.",least recently used,count,traspose,exchange,c
" Symbol tables during compilation of program is efficiently implemented using __________",a singly linked list,a doubly linked list,a self organizing list,an array,b
" Which of the following method performs poorly when elements are accessed in sequential order?",count method,move to front method,transpose meth,ordering method,a
" The self organizing list improves _____",average access time,insertion,deletion,binary search,d
" Which of the following is not a disadvantage to the usage of array?",Fixed size,There are chances of wastage of memory space if elements inserted in an array are lesser than the allocated size,Insertion based on position,Accessing elements at specified positions,d
" What is the time complexity of inserting at the end in dynamic arrays?",O(1),O(n),O(logn),Either O(1) or O(n),b
" What is the time complexity to count the number of elements in the linked list?",O(1),O(n),O(logn),O(n2),a
" A linear collection of data elements where the linear node is given by means of pointer is called?",Linked list,Node list,Primitive list,Unordered list,b
" In linked list each node contains a minimum of two fields. One field is data field to store the data second field is?",Pointer to character,Pointer to integer,Pointer to node,Node,a
" What kind of linked list is best to answer questions like �What is the item at position n?�",Singly linked list,Doubly linked list,Circular linked list,Array implementation of linked list,d
" Linked lists are not suitable for the implementation of ___________",Insertion sort,Radix sort,Polynomial manipulation,Binary search,a
" Linked list is considered as an example of ___________ type of memory allocation.",Dynamic,Static,Compile time,Heap,b
" In Linked List implementation, a node carries information regarding ___________",Data,Link,Data and Link,Node,c
" Linked list data structure offers considerable saving in _____________",Computational Time,Space Utilization,Space Utilization and Computational Time,Speed Utilization,d
" Which of the following points is/are not true about Linked List data structure when it is compared with an array?",Arrays have better cache locality that can make them better in terms of performance,It is easy to insert and delete elements in Linked List,Random access is not allowed in a typical implementation of Linked Lists,Access of elements in linked list takes less time than compared to arrays,b
" What is a skip list?",a linkedlist with size value in nodes,a linkedlist that allows faster search within an ordered sequence,a linkedlist that allows slower search within an ordered sequence,a tree which is in the form of linked list,a
" Consider the 2-level skip list

How to access 38?",travel 20-30-35-38,travel 20-30-40-38,travel 20-38,travel 20-40-38,d
" Skip lists are similar to which of the following datastructure?",stack,heap,binary search tree,balanced binary search tree,a
"  What is the time complexity improvement of skip lists from linked lists in insertion and deletion?",O(n) to O(logn) where n is number of elements,O(n) to O(1) where n is number of elements,no change,O(n) to O(n2) where n is number of elements,a
" To which datastructure are skip lists similar to in terms of time complexities in worst and best cases?",balanced binary search trees,binary search trees,binary trees,linked lists,a
" The nodes in a skip list may have many forward references. their number is determined",probabilistically,randomly,sequentially,orthogonally,a
" How to maintain multi-level skip list properties when insertions and deletions are done?",design each level of a multi-level skip list with varied probabilities,that cannot be maintained,rebalancing of lists,reconstruction,a
" What is xor linked list?",uses of bitwise XOR operation to decrease storage requirements for doubly linked lists,uses of bitwise XOR operation to decrease storage requirements for linked lists,uses of bitwise operations to decrease storage requirements for doubly linked lists,just another form of linked list,a
" What does a xor linked list have?",every node stores the XOR of addresses of previous and next nodes,actuall memory address of next node,every node stores the XOR of addresses of previous and next two nodes,every node stores xor 0 and the current node address,a
" What does first and last nodes of a xor linked lists contain ? (let address of first and last be A and B)",NULL xor A and B xor NULL,NULL and NULL,A and B,NULL xor A and B,d
" Which of the following is an advantage of XOR list?","Almost of debugging tools cannot follow the XOR chain, making debugging difficult",You need to remember the address of the previously accessed node in order to calculate the next node�s address,In some contexts XOR of pointers is not defined,XOR list decreases the space requirement in doubly linked list,d
" The number of elements in the adjacency matrix of a graph having 7 vertices is __________",7,14,36,49,b
" What would be the number of zeros in the adjacency matrix of the given graph?
",10,6,16,0,a
" The time complexity to calculate the number of edges in a graph whose information in stored in form of an adjacency matrix is ____________",O(V),O(E2),O(E),O(V2),b
" For the adjacency matrix of a directed graph the row sum is the _________ degree and the column sum is the ________ degree.","in, out","out, in","in, total","total, out",c
" What is the maximum number of possible non zero values in an adjacency matrix of a simple graph with n vertices?",(n*(n-1))/2,(n*(n+1))/2,n*(n-1),n*(n+1),c
" On which of the following statements does the time complexity of checking if an edge exists between two particular vertices is not, depends?",Depends on the number of edges,Depends on the number of vertices,Is independent of both the number of edges and vertices,It depends on both the number of edges and vertices,a
" In the given connected graph G, what is the value of rad(G) and diam(G)?","2, 3","3, 2","2, 2","3, 3",d
" Which of these adjacency matrices represents a simple graph?","[ [1, 0, 0], [0, 1, 0], [0, 1, 1] ] ","[ [1, 1, 1], [1, 1, 1], [1, 1, 1] ] ","[ [0, 0, 1], [0, 0, 0], [0, 0, 1] ] ","[ [0, 0, 1], [1, 0, 1], [1, 0, 0] ] ",c
" Given an adjacency matrix A = [ [0, 1, 1], [1, 0, 1], [1, 1, 0] ], The total no. of ways in which every vertex can walk to itself using 2 edges is ________",2,4,6,8,a
" If A[x+3][y+5] represents an adjacency matrix, which of these could be the value of x and y.","x=5, y=3","x=3, y=5","x=3, y=3","x=5, y=5",a
" What is the order of a matrix?",number of rows X number of columns,number of columns X number of rows,number of rows X number of rows,number of columns X number of columns,c
" Which of the following property does not hold for matrix multiplication?",Associative,Distributive,Commutative,Additive Inverse,b
" How do you allocate a matrix using a single pointer in C?(r and c are the number of rows and columns respectively)",int *arr = malloc(r * c * sizeof(int));,int *arr = (int *)malloc(r * c * sizeof(int));,int *arr = (int *)malloc(r + c * sizeof(int));,int *arr = (int *)malloc(r * c * sizeof(arr));,a
" The column sum in an incidence matrix for a simple graph is __________",depends on number of edges,always greater than 2,equal to 2,equal to the number of edges,b
" Which matrix has most of the elements (not all) as Zero?",Identity Matrix,Unit Matrix,Sparse Matrix,Zero Matrix,a
" What is the relation between Sparsity and Density of a matrix?",Sparsity = 1 � Density,Sparsity = 1 + Density,Sparsity = Density*Total number of elements,Sparsity = Density/Total number of elements,a
" Who coined the term Sparse Matrix?",Harry Markowitz,James Sylvester,Chris Messina,Arthur Cayley,a
" The matrix contains m rows and n columns. The matrix is called Sparse Matrix if ________",Total number of Zero elements > (m*n)/2,Total number of Zero elements = m + n,Total number of Zero elements = m/n,Total number of Zero elements = m-n,d
" Which of the following is not the method to represent Sparse Matrix?",Dictionary of Keys,Linked List,Array,Heap,b
" Which one of the following is a Special Sparse Matrix?",Band Matrix,Skew Matrix,Null matrix,Unit matrix,b
" What is a dequeue?",A queue with insert/delete defined for both front and rear ends of the queue,A queue implemented with a doubly linked list,A queue implemented with both singly and doubly linked lists,A queue with insert/delete defined for front side of the queue,a
" What are the applications of dequeue?",A-Steal job scheduling algorithm,Can be used as both stack and queue,To find the maximum of all sub arrays of size k,To avoid collision in hash tables,d
" With what data structure can a priority queue be implemented?",Array,List,Heap,Tree,c
" Which of the following is not an application of priority queue?",Huffman codes,Interrupt handling in operating system,Undo operation in text editors,Bayesian spam filter,a
" What is the time complexity to insert a node based on key in a priority queue?",O(nlogn),O(logn),O(n),O(n2),c
" A linear list of elements in which deletion can be done from one end (front) and insertion can take place only at the other end (rear) is known as _____________",Queue,Stack,Tree,Linked list,c
" The data structure required for Breadth First Traversal on a graph is?",Stack,Array,Queue,Tree,a
" A queue follows __________",FIFO (First In First Out) principle,LIFO (Last In First Out) principle,Ordered array,Linear tree,a
" Circular Queue is also known as ________",Ring Buffer,Square Buffer,Rectangle Buffer,Curve Buffer,a
" If the elements �A�, �B�, �C� and �D� are placed in a queue and are deleted one at a time, in what order will they be removed?",ABCD,DCBA,DCAB,ABDC,c
" A data structure in which elements can be inserted or deleted at/from both ends but not in the middle is?",Queue,Circular queue,Dequeue,Priority queue,a
" A normal queue, if implemented using an array of size MAX_SIZE, gets full when?",Rear = MAX_SIZE � 1,Front = (rear + 1)mod MAX_SIZE,Front = rear + 1,Rear = front,c
" Queues serve major role in ______________",Simulation of recursion,Simulation of arbitrary linked list,Simulation of limited resource allocation,Simulation of heap sort,b
" Which of the following properties is associated with a queue?",First In Last Out,First In First Out,Last In First Out,Last In Last Out,b
" In a circular queue, how do you increment the rear end of the queue?",rear++,(rear+1) % CAPACITY,(rear % CAPACITY)+1,rear�,a
" What is the term for inserting into a full queue known as?",overflow,underflow,null pointer exception,program won�t be compiled,d
" What is the time complexity of enqueue operation?",O(logn),O(nlogn),O(n),O(1),c
" What is the need for a circular queue?",effective usage of memory,easier computations,to delete elements based on priority,implement LIFO principle in queues,a
" In linked list implementation of queue, if only front pointer is maintained, which of the following operation take worst case linear time?",Insertion,Deletion,To empty a queue,Both Insertion and To empty a queue,c
" In linked list implementation of a queue, where does a new element be inserted?",At the head of link list,At the centre position in the link list,At the tail of the link list,At any position in the linked list,b
" In linked list implementation of a queue, front and rear pointers are tracked. Which of these pointers will change during an insertion into a NONEMPTY queue?",Only front pointer,Only rear pointer,Both front and rear pointer,No pointer will be changed,c
" In linked list implementation of a queue, front and rear pointers are tracked. Which of these pointers will change during an insertion into EMPTY queue?",Only front pointer,Only rear pointer,Both front and rear pointer,No pointer will be changed,a
" In case of insertion into a linked queue, a node borrowed from the __________ list is inserted in the queue.",AVAIL,FRONT,REAR,NULL,a
" In linked list implementation of a queue, from where is the item deleted?",At the head of link list,At the centre position in the link list,At the tail of the link list,Node before the tail,a
" In linked list implementation of a queue, the important condition for a queue to be empty is?",FRONT is null,REAR is null,LINK is empty,FRONT==REAR-1,b
" The essential condition which is checked before insertion in a linked queue is?",Underflow,Overflow,Front value,Rear value,a
" The essential condition which is checked before deletion in a linked queue is?",Underflow,Overflow,Front value,Rear value,a
" A Double-ended queue supports operations such as adding and removing items from both the sides of the queue. They support four operations like addFront(adding item to top of the queue), addRear(adding item to the bottom of the queue), removeFront(removing item from the top of the queue) and removeRear(removing item from the bottom of the queue). You are given only stacks to implement this data structure. You can implement only push and pop operations. What are the total number of stacks required for this operation?(you can reuse the stack)",1,2,3,4,a
" You are asked to perform a queue operation using a stack. Assume the size of the stack is some value �n� and there are �m� number of variables in this stack. The time complexity of performing deQueue operation is (Using only stack operations like push and pop)(Tightly bound).",O(m),O(n),O(m*n),Data is insufficient,a
" Consider you have an array of some random size. You need to perform dequeue operation. You can perform it using stack operation (push and pop) or using queue operations itself (enQueue and Dequeue). The output is guaranteed to be same. Find some differences?",They will have different time complexities,The memory used will not be different,There are chances that output might be different,No differences,a
" Consider you have a stack whose elements in it are as follows.
5 4 3 2 << top
Where the top element is 2.
You need to get the following stack
6 5 4 3 2 << top
The operations that needed to be performed are (You can perform only push and pop):","Push(pop()), push(6), push(pop())","Push(pop()), push(6)","Push(pop()), push(pop()), push(6)",Push(6),b
" A double-ended queue supports operations like adding and removing items from both the sides of the queue. They support four operations like addFront(adding item to top of the queue), addRear(adding item to the bottom of the queue), removeFront(removing item from the top of the queue) and removeRear(removing item from the bottom of the queue). You are given only stacks to implement this data structure. You can implement only push and pop operations. What�s the time complexity of performing addFront and addRear? (Assume �m� to be the size of the stack and �n� to be the number of elements)",O(m) and O(n),O(1) and O(n),O(n) and O(1),O(n) and O(m),a
" Why is implementation of stack operations on queues not feasible for a large dataset (Asssume the number of elements in the stack to be n)?",Because of its time complexity O(n),Because of its time complexity O(log(n)),Extra memory is not required,There are no problems,d
" Consider yourself to be in a planet where the computational power of chips to be slow. You have an array of size 10.You want to perform enqueue some element into this array. But you can perform only push and pop operations .Push and pop operation both take 1 sec respectively. The total time required to perform enQueue operation is?",20,40,42,43,b
" You have two jars, one jar which has 10 rings and the other has none. They are placed one above the other. You want to remove the last ring in the jar. And the second jar is weak and cannot be used to store rings for a long time.",Empty the first jar by removing it one by one from the first jar and placing it into the second jar,Empty the first jar by removing it one by one from the first jar and placing it into the second jar and empty the second jar by placing all the rings into the first jar one by one,There exists no possible way to do this,Break the jar and remove the last one,c
" Given only a single array of size 10 and no other memory is available. Which of the following operation is not feasible to implement (Given only push and pop operation)?",Push,Pop,Enqueue,Returntop,d
" What is the use of the bin data structure?",to have efficient insertion,to have efficient deletion,to have efficient region query,to have efficient traversal,a
" What is the worst case time complexity of query operation(n is the no. of candidates)?",O(1),O(n),O(log n),O(n log n),b
" What is the worst case time complexity of delete operation(n is the no. of candidates)?",O(1),O(n),O(log n),O(n log n),a
" What is the worst case time complexity of insertion operation(n =no. of candidates)?",O(1),O(n),O(log n),O(n log n),d
" What is computational geometry?",study of geometry using a computer,study of geometry,study of algorithms,study of algorithms related to geometry,b
" What will be the time complexity of query operation if all the candidates are evenly spaced so that each bin has constant no. of candidates? (k = number of bins query rectangle intersects)",O(1),O(k),O(k2),O(log k),b
" What will be the time complexity of delete operation if all the candidates are evenly spaced so that each bin has constant no. of candidates? (m = number of bins intersecting candidate intersects)",O(1),O(m),O(m2),O(log m),b
" What will be the time complexity of insertion operation if all the candidates are evenly spaced so that each bin has constant no. of candidates? (m = number of bins intersecting candidate intersects)",O(1),O(m),O(m2),O(log m),c
" Efficiency of bin depends upon ___________",size of query and candidates,location of query and candidates,location and size of query and candidates,depends on the input,b
" How many properties will an equivalent relationship satisfy?",1,2,3,4,b
" A relation R on a set S, defined as x R y if and only if y R x. This is an example of?",reflexive relation,symmetric relation,transitive relation,invalid relation,a
" What is the worst case efficiency for a path compression algorithm?",O(N),O(log N),O(N log N),O(M log N),c
" Path Compression algorithm performs in which of the following operations?",Create operation,Insert operation,Find operation,Delete operation,a
" What is the definition for Ackermann�s function?","A(1,i) = i+1 for i>=1","A(i,j) = i+j for i>=j","A(i,j) = i+j for i = j","A(1,i) = i+1 for i<1",d
" ___________ is one of the earliest forms of a self-adjustment strategy used in splay trees, skew heaps.",Union by rank,Equivalence function,Dynamic function,Path compression,b
" What is the depth of any tree if the union operation is performed by height?",O(N),O(log N),O(N log N),O(M log N),a
" What is the value for the number of nodes of rank r?",N,N/2,N/2r,Nr,d
" What is the worst-case running time of unions done by size and path compression?",O(N),O(logN),O(N logN),O(M logN),a
" In the Union/Find algorithm, the ranks of the nodes on a path will increase monotonically from?",leaf to root,root to node,root to leaf,left subtree to right subtree,b
" How many strategies are followed to solve a dynamic equivalence problem?",1,2,3,4,c
" What is the total time spent for N-1 merges in a dynamic equivalence problem?",O(N),O(log N),O(N log N),O(M log N),b
" Which of the following is also known as Rope data structure?",Cord,String,Array,Linked List,d
" Which type of data structure does rope represent?",Array,Linked List,Queue,Binary Tree,a
" What is the time complexity for finding the node at x position where n is the length of the rope?",O (log n),O (n!),O (n2),O (1),d
" What is the time complexity for creating a new node and then performing concatenation in the rope data structure?",O (log n),O (n!),O (n2),O (1),c
" What is the time complexity for splitting the string into two new string in the rope data structure?",O (n2),O (n!),O (log n),O (1),b
" Which type of binary tree does rope require to perform basic operations?",Unbalanced,Balanced,Complete,Full,a
" What is the time complexity for inserting the string and forming a new string in the rope data structure?",O (log n),O (n!),O (n2),O (1),a
" What is the time complexity for deleting the string to form a new string in the rope data structure?",O (n2),O (n!),O (log n),O (1),a
" What is the other name or Van Emde Boas Tree data structure?",Van Emde Boas Array,Van Emde Boas Stack,Van Emde Boas Priority Queue,Van Emde Boas Heap,d
" Who Invented The vEB also known as Van Emde Boas Tree?",Peter Van Emde Boas,Samuel F. B. Morse,Friedrich Clemens Gerke,Alexander Morse,c
" What is the time complexity for storing the maximum number of elements in Van Emde Boas tree if M is the maximum number of elements?",O (log M),O (M!),O (M),O (1),a
" What is the time complexity for searching a key or integer in Van Emde Boas data structure?",O (log M!),O (M!),O (M2),O (log (log M)),d
" Which type of tree does Van Emde Boas require to perform basic operations?",Unbalanced,Balanced,Complete,Non � Binary,a
" What is the time complexity for inserting a key or integer in Van Emde Boas data structure?",O (log M!),O (M!),O (M2),O (log (log M)),d
" In which year was Van Emde Boas tree invented?",1972,1973,1974,1975,b
" What is the time complexity for deleting a key or integer in Van Emde Boas data structure?",O (log M!),O (log (log M)),O (M!),O (M2),a
" What is the time complexity for finding a maximum and minimum integer in Van Emde Boas data structure?",O (log M!),O (M!),O (1),O (log (log M)),d
" On which abstract data type does van Emde Boas tree performs the operation?",Tree,Linked List,Heap,Associative Array,b
" Which is the most appropriate data structure for reversing a word?",queue,stack,tree,graph,a
" What is the time complexity of reversing a word using stack algorithm?",O (N log N),O (N2),O (N),O (M log N),c
" What will be the word obtained if the word �abbcabb� is reversed using a stack?",bbabbca,abbcabb,bbacbba,bbacabb,a
" How many stacks are required for reversing a word algorithm?",one,two,three,four,b
" What will be result if the given stack is popped?
",pat,tap,atp,apt,b
" Process of inserting an element in stack is called ____________",Create,Push,Evaluation,Pop,d
" Process of removing an element from stack is called __________",Create,Push,Evaluation,Pop,a
" In a stack, if a user tries to remove an element from an empty stack it is called _________",Underflow,Empty collection,Overflow,Garbage Collection,a
" Pushing an element into stack already having five elements and stack size of 5, then stack becomes ___________",Overflow,Crash,Underflow,User flow,d
" Entries in a stack are �ordered�. What is the meaning of this statement?",A collection of stacks is sortable,Stack entries may be compared with the �<� operation,The entries are stored in a linked list,There is a Sequential entry that is one by one,d
" Which of the following is not the application of stack?",A parentheses balancing program,Tracking of local variables at run time,Compiler Syntax Analyzer,Data Transfer between two asynchronous process,c
" Consider the usual algorithm for determining whether a sequence of parentheses is balanced. The maximum number of parentheses that appear on the stack AT ANY ONE TIME when the algorithm analyzes: (()(())(()))?",1,2,3,4 or more,b
" Consider the usual algorithm for determining whether a sequence of parentheses is balanced. Suppose that you run the algorithm on a sequence that contains 2 left parentheses and 3 right parentheses (in some order). The maximum number of parentheses that appear on the stack AT ANY ONE TIME during the computation?",1,2,3,4 or more,d
" What is the value of the postfix expression 6 3 2 4 + � *?",1,40,74,-18,d
" The postfix form of the expression (A+ B)*(C*D- E)*F / G is?",AB+ CD*E � FG /**,AB + CD* E � F **G /,AB + CD* E � *F *G /,AB + CDE * � * F *G /,a
" The data structure required to check whether an expression contains a balanced parenthesis is?",Stack,Queue,Array,Tree,b
" What data structure would you mostly likely see in non recursive implementation of a recursive algorithm?",Linked List,Stack,Queue,Tree,d
" The process of accessing data stored in a serial access memory is similar to manipulating data on a ________",Heap,Binary Tree,Array,Stack,b
" The postfix form of A*B+C/D is?",*AB/CD+,AB*CD/+,A*BC+/D,ABCD+/*,d
" Which data structure is needed to convert infix notation to postfix notation?",Branch,Tree,Queue,Stack,c
" The prefix form of A-B/ (C * D ^ E) is?",-/*^ACBDE,-ABCD*^DE,-A/B*C^DE,-A/BC*^DE,a
" What is the result of the following operation?
Top (Push (S, X))",X,X+S,S,XS,c
" The prefix form of an infix expression (p + q) � (r * t) is?",#NAME?,� +pqr * t,� +pq * rt,� + * pqrt,b
" The result of evaluating the postfix expression 5, 4, 6, +, *, 4, 9, 3, /, +, * is?",600,350,650,588,a
" What is the best case time complexity of deleting a node in a Singly Linked list?",O (n),O (n2),O (nlogn),O (1),d
" Which of the following statements are not correct with respect to Singly Linked List(SLL) and Doubly Linked List(DLL)?",Complexity of Insertion and Deletion at known position is O(n) in SLL and O(1) in DLL,SLL uses lesser memory per node than DLL,DLL has more searching power than SLL,Number of node fields in SLL is more than DLL,a
" Which of the following real world scenarios would you associate with a stack data structure?",piling up of chairs one above the other,people standing in a line to be serviced at a counter,offer services based on the priority of the customer,tatkal Ticket Booking in IRCTC,c
" What does �stack underflow� refer to?",accessing item from an undefined stack,adding items to a full stack,removing items from an empty stack,index out of bounds exception,a
" What is the time complexity of pop() operation when the stack is implemented using an array?",O(1),O(n),O(logn),O(nlogn),d
" Which of the following array position will be occupied by a new element being pushed for a stack of size N elements(capacity of stack > N)?",S[N-1] ,S[N] ,S[1] ,S[0] ,a
" What happens when you pop from an empty stack while implementing using the Stack ADT in Java?",Undefined error,Compiler displays a warning,EmptyStackException is thrown,NoStackException is thrown,a
" To implement a stack using queue(with only enqueue and dequeue operations), how many queues will you need?",1,2,3,4,a
" 2-3 tree is a specific form of _________",B � tree,B+ � tree,AVL tree,Heap,c
" The height of 2-3 tree with n elements is ______",between (n/2) and (n/3),(n/6),between (n) and log2(n + 1),between log3(n + 1) and log2(n + 1),b
" Which of the following the BST is isometric with the 2-3 tree?",Splay tree,AA tree,Heap,Red � Black tree,c
" Which of the following data structure can provide efficient searching of the elements?",unordered lists,binary search tree,treap,2-3 tree,a
" Which of the following is not true about the 2-3 tree?",all leaves are at the same level,it is perfectly balanced,postorder traversal yields elements in sorted order,it is B-tree of order 3,b
" AA Trees are implemented using?",Colors,Levels,Node size,Heaps,a
" Which of the following is the correct definition for a horizontal link?",connection between node and a child of equal levels,connection between two nodes,connection between two child nodes,connection between root node and leaf node,a
" How will you remove a left horizontal link in an AA-tree?",by performing right rotation,by performing left rotation,by deleting both the elements,by inserting a new element,b
" What are the two different operations done in an AA-Tree?",shift and color,skew and split,zig and zag,enqueue and dequeue,b
" How many different shapes does maintenance of AA-Tree need to consider?",7,5,2,3,a
" What is the prime condition of AA-tree which makes it simpler than a red-black tree?",Only right children can be red,Only left children can be red,Right children should strictly be black,There should be no left children,d
" Which of the following trees is similar to that of an AA-Tree?",Splay Tree,B+ Tree,AVL Tree,Red-Black Tree,b
" What is the worst case analysis of an AA-Tree?",O(N),O(log N),O( N log N),O(N2),a
" Who is the inventor of AA-Tree?",Arne Anderson,Daniel Sleator,Rudolf Bayer,Jon Louis Bentley,c
